0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.45782718,-0.53071475,-0.28732926,1.238232,-0.5659909,-0.5271124,-0.039595857,0.0,-0.039595857,-0.041694004
0.02378589,0.876242,-0.48815703,-0.6781523,-0.38728806,0.023390388,-0.039595857,0.0,-0.039595857,-0.041694004
-0.56298083,-0.56909984,-0.32856488,-0.3618893,-0.5937254,-0.4191029,-0.039595857,0.0,-0.039595857,-0.041694004
1.0003443,0.55359405,0.19062978,-0.00919235,-0.23991753,0.18715107,-0.039595857,0.0,-0.039595857,-0.041694004
-0.744572,-0.7464965,-1.1499252,-0.6781523,-0.6449433,-0.6920874,-0.039595857,0.0,-0.039595857,-0.041694004
2.990444,2.6716802,0.5051088,1.481101,2.606051,3.7274435,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4585655,-0.5300256,2.9382088,-0.6767572,2.7241845,-0.19731142,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7407134,-0.74359137,-0.47435814,-0.11334999,-0.64888895,-0.68050265,-0.039595857,0.0,-0.039595857,-0.041694004
0.80186903,0.6291093,-0.37999332,-0.40496078,0.063942716,0.3845319,-0.039595857,0.0,-0.039595857,-0.041694004
0.10936895,0.038064633,-0.003260444,0.27706197,-0.0066698417,-0.07956854,-0.039595857,0.0,-0.039595857,-0.041694004
-0.66987926,-0.53737843,-0.72338605,-0.6780159,-0.5259168,-0.3224957,-0.039595857,0.0,-0.039595857,-0.041694004
-0.61824846,-0.5974077,-1.0456194,-0.48336807,-0.61413157,-0.6307646,-0.039595857,0.0,-0.039595857,-0.041694004
