0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.51163405,-0.5353093,-1.1493574,-0.6774587,-0.58078325,-0.54197204,-0.039595857,0.0,-0.039595857,-0.041694004
-0.05056246,0.614626,2.7705905,-0.6781523,-0.45030507,-0.1060633,-0.039595857,0.0,-0.039595857,-0.041694004
-0.5980941,-0.5992616,-0.19440652,-0.14755668,-0.6125165,-0.49257475,-0.039595857,0.0,-0.039595857,-0.041694004
0.6006609,0.20989423,-0.84779185,-0.0639011,-0.23562397,0.33960113,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7563623,-0.7643346,-0.6168424,-0.6781523,-0.6500264,-0.6979937,-0.039595857,0.0,-0.039595857,-0.041694004
2.8095694,3.0543723,0.26418954,0.25979683,1.8130327,3.0928733,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4468718,-0.50759906,1.1519542,-0.2681562,2.0857327,-0.27777442,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7514049,-0.7575139,-0.9552585,-0.24899495,-0.65181756,-0.6886002,-0.039595857,0.0,-0.039595857,-0.041694004
0.5764679,0.603219,0.0069190715,-0.39125177,0.06662522,0.60611117,-0.039595857,0.0,-0.039595857,-0.041694004
0.013123567,-0.16576135,-0.114362836,0.100879446,-0.013513441,-0.05934605,-0.039595857,0.0,-0.039595857,-0.041694004
-0.70261395,-0.59925836,-0.67646086,-0.6777955,-0.5843205,-0.48524088,-0.039595857,0.0,-0.039595857,-0.041694004
-0.66329855,-0.6374927,-0.20983036,-0.5042404,-0.6118828,-0.62289625,-0.039595857,0.0,-0.039595857,-0.041694004
