0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.49305764,-0.5660928,-1.1485696,-0.6765237,-0.5712228,-0.5286205,-0.039595857,0.0,-0.039595857,-0.041694004
-0.037369262,0.56691796,1.2361712,-0.67810386,-0.4273481,-0.07000223,-0.039595857,0.0,-0.039595857,-0.041694004
-0.5577464,-0.5425885,-0.12949933,-0.019938976,-0.6016858,-0.45410344,-0.039595857,0.0,-0.039595857,-0.041694004
0.9720044,0.38452253,-0.17727429,0.009580636,-0.18649827,0.3861611,-0.039595857,0.0,-0.039595857,-0.041694004
-0.74932045,-0.74502975,-1.149922,-0.6781523,-0.64659226,-0.69400024,-0.039595857,0.0,-0.039595857,-0.041694004
3.0561657,3.0634391,0.47269112,0.28127888,2.081284,3.2814617,-0.039595857,0.0,-0.039595857,-0.041694004
-0.42064175,-0.4751228,0.8102239,-0.6749757,2.4012687,-0.22917266,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7473486,-0.74688715,-0.5240397,-0.3056331,-0.6503309,-0.6853052,-0.039595857,0.0,-0.039595857,-0.041694004
0.96838903,0.92355144,-0.24220264,-0.3004189,0.15691637,0.72427636,-0.039595857,0.0,-0.039595857,-0.041694004
0.055242542,-0.06257598,0.72922194,2.3337004,0.0759259,0.016681079,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6786452,-0.57778865,-0.6301138,-0.6779413,-0.55032,-0.3918111,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6297265,-0.5986003,-0.5021128,0.7194942,-0.6048731,-0.6118653,-0.039595857,0.0,-0.039595857,-0.041694004
