0,1,2,3,4,5,6,7,8,9,10,11,12
-0.46806857,-0.5807364,-0.57179266,-0.2645502,0.27870122,-0.27870122,-0.31835625,-0.328747,-0.2664842,-0.4431871,-0.3285655,-0.3285651,-0.5828269
-0.4332184,-0.54719317,-0.53821695,-0.2645502,0.27870122,-0.27870122,-0.44590935,-0.37278086,-0.268495,-0.44307896,-0.32773173,-0.3277321,-0.54690766
-0.49349692,-0.6094878,-0.6005718,-0.2645502,0.27870122,-0.27870122,-0.45380569,-0.36251676,-0.26863965,-0.44513535,-0.32955343,-0.32955283,-0.61009717
-0.49346188,-0.6094878,-0.6005718,-0.2645502,0.20407447,-0.20407447,-0.44363594,-0.24822001,-0.26357177,-0.44519135,-0.3290445,-0.32904506,-0.61071336
-0.45865843,-0.5711526,-0.5621996,-0.2645502,0.27870122,-0.27870122,-0.48411182,-0.4810869,-0.39387348,-0.4467201,-0.32426572,-0.32426608,-0.571508
-0.46811527,-0.5807364,-0.57179266,-0.2645502,0.27870122,-0.27870122,-0.48695284,-0.48239994,-0.39448884,-0.44826165,-0.32859433,-0.32859328,-0.58077306
-0.11381117,-0.17342581,-0.164088,-0.2645502,0.27870122,-0.27870122,-0.4613448,-0.4718644,-0.28891104,-0.4394736,-0.30091518,-0.30091614,-0.17311054
0.11350291,0.08054434,0.09012786,-0.2645502,0.27870122,-0.27870122,0.66530997,-0.27479762,-0.25484017,2.0735278,-0.30965889,-0.30965918,0.08293366
-0.49347356,-0.6094878,-0.6005718,-0.2645502,0.20505159,-0.20505159,1.315601,2.3826792,1.0766549,-0.13902044,-0.3265653,-0.3265645,-0.6103482
1.5420324,1.7049949,1.71615,-0.2645502,0.27870122,-0.27870122,-0.42393973,-0.45570153,-0.26190236,-0.3903669,-0.2232907,-0.2232913,1.7045925
2.7459214,3.1569374,3.1694973,-0.2645502,0.27870122,-0.27870122,-0.47050962,-0.47904617,-0.33793545,-0.4324734,0.055412356,0.055412754,3.157883
-0.016452564,-0.053628568,-0.04417485,-0.2645502,0.27870122,-0.27870122,-0.21936037,-0.099445134,-0.18330315,-0.22997601,-0.30133653,-0.30133614,-0.054809906
-0.3683399,-0.46573108,-0.45667604,-0.2645502,0.27870122,-0.27870122,-0.4849485,-0.48124224,-0.3939463,-0.44672456,-0.3256273,-0.3256277,-0.46402422
0.1886088,0.16679835,0.032569557,3.6448643,-3.6675842,3.6675842,2.6340435,2.4100752,1.8678287,2.7382104,3.723885,3.723885,0.16481303
-0.016744442,-0.053628568,-0.04417485,-0.2645502,0.27870122,-0.27870122,-0.48136002,-0.4803228,-0.37579018,-0.44619796,0.0602643,0.06026333,-0.05293864
