0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.49305764,-0.5660928,-1.1485696,-0.6765237,-0.5712228,-0.5286205,-0.039595857,0.0,-0.039595857,-0.041694004
-0.040538955,0.59345496,-0.5255055,-0.6780839,-0.4273481,-0.07000223,-0.039595857,0.0,-0.039595857,-0.041694004
-0.56879693,-0.55379575,-0.2554515,-0.019938976,-0.6016858,-0.45410344,-0.039595857,0.0,-0.039595857,-0.041694004
0.9427064,0.3848578,-0.3718906,-0.13332155,-0.24226758,0.2379453,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7505325,-0.7478139,-1.1499538,-0.6781523,-0.6474604,-0.6946024,-0.039595857,0.0,-0.039595857,-0.041694004
3.0561657,3.0634391,0.47269112,0.28127888,2.081284,3.2814617,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4105496,-0.46895728,0.7286622,-0.66078687,2.4185083,-0.22620042,-0.039595857,0.0,-0.039595857,-0.041694004
-0.75344497,-0.75372535,-0.5431649,-0.15320721,-0.6503309,-0.6853052,-0.039595857,0.0,-0.039595857,-0.041694004
0.9554252,0.9203091,-0.05250363,-0.3004189,0.12600173,0.6087363,-0.039595857,0.0,-0.039595857,-0.041694004
0.048547246,-0.07484917,0.37238768,1.5330143,-0.041626096,-0.1098788,-0.039595857,0.0,-0.039595857,-0.041694004
-0.65406376,-0.54348075,-0.76923877,-0.67798495,-0.5526795,-0.40084723,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6344654,-0.6150362,-0.65450376,0.39629352,-0.60641503,-0.61437047,-0.039595857,0.0,-0.039595857,-0.041694004
