0,1,2,3,4,5,6,7,8,9,10,11,12
-0.48994768,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.38356,-0.31588602,-0.26633087,-0.44512427,-0.32870078,-0.32870016,-0.5888058
-0.4697848,-0.556777,-0.54781,-0.2645502,0.27870122,-0.27870122,-0.4526927,-0.45734024,-0.27279606,-0.44521078,-0.32794017,-0.32794026,-0.55553377
-0.5044598,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.45485872,-0.37442806,-0.27014366,-0.44526687,-0.3296388,-0.32963905,-0.6135887
-0.50438976,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.44057712,-0.23509002,-0.26283136,-0.44517553,-0.32915315,-0.32915244,-0.6135887
-0.48436698,-0.5807364,-0.57179266,-0.2645502,0.27870122,-0.27870122,-0.48829216,-0.4825034,-0.39453733,-0.44872424,-0.32486668,-0.32486692,-0.57917565
-0.49023956,-0.5855283,-0.57658917,-0.2645502,0.27870122,-0.27870122,-0.48654285,-0.4821588,-0.39437583,-0.44757894,-0.32874957,-0.32875034,-0.5877561
-0.2944716,-0.22134471,-0.21205324,-0.2645502,0.27870122,-0.27870122,-0.46998656,-0.47471678,-0.30138868,-0.4452388,-0.30397537,-0.30397567,-0.22281323
-0.1672831,0.008665996,0.01817998,-0.2645502,0.27870122,-0.27870122,0.34252685,-0.2750111,-0.2586639,1.7108196,-0.3126193,-0.3126204,0.0075352574
-0.5044131,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,1.1632031,2.3608432,1.0599178,-0.19275427,-0.3269445,-0.32694358,-0.61363435
0.6249771,1.4749842,1.4859167,-0.2645502,0.27870122,-0.27870122,-0.44408986,-0.46096563,-0.26996264,-0.4246082,-0.23411223,-0.23411255,1.4771193
1.3001595,2.6633728,2.675455,-0.2645502,0.27870122,-0.27870122,-0.48143977,-0.4812568,-0.3939531,-0.44569847,0.007726683,0.007727293,2.6652374
-0.23933011,-0.13029881,-0.12091926,-0.2645502,0.27870122,-0.27870122,-0.29199773,-0.114640616,-0.24848998,-0.33710375,-0.3053458,-0.30534548,-0.13084728
-0.43489963,-0.48489863,-0.47586215,-0.2645502,0.27870122,-0.27870122,-0.48728248,-0.48215136,-0.39437234,-0.44779104,-0.32620606,-0.32620552,-0.4872553
-0.12514769,0.08533623,-0.039378326,3.3752496,-3.7768972,3.7768972,1.9052255,2.179949,1.1761209,2.2959862,3.3019054,3.3019047,0.0836639
-0.23930676,-0.13029881,-0.12091926,-0.2645502,0.27870122,-0.27870122,-0.48518175,-0.4815489,-0.39409,-0.44686806,0.009245688,0.009245453,-0.13034523
