0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.51389575,-0.55830544,0.06650649,-0.67749697,-0.59722793,-0.5768074,-0.039595857,0.0,-0.039595857,-0.041694004
-0.091431804,0.462278,3.2766724,4.61432,-0.45586416,-0.121947326,-0.039595857,0.0,-0.039595857,-0.041694004
-0.63650346,-0.64506394,-0.38395908,-0.36883023,-0.6124687,-0.49392095,-0.039595857,0.0,-0.039595857,-0.041694004
0.80685025,0.39152765,-0.83152074,-0.030934097,-0.23797414,0.3386151,-0.039595857,0.0,-0.039595857,-0.041694004
-0.75533974,-0.76916766,-0.6205421,-0.6781523,-0.6489248,-0.6961581,-0.039595857,0.0,-0.039595857,-0.041694004
2.7597048,3.045921,0.89702606,1.4733816,1.7776809,3.0602353,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4485956,-0.50359684,2.9101055,-0.6730825,1.9682608,-0.29439953,-0.039595857,0.0,-0.039595857,-0.041694004
-0.753382,-0.75368315,-0.4522804,-0.26737344,-0.6523234,-0.6906205,-0.039595857,0.0,-0.039595857,-0.041694004
0.84180725,0.87318265,-0.38742533,-0.67539674,0.043205097,0.57763356,-0.039595857,0.0,-0.039595857,-0.041694004
-0.09490809,-0.24932279,-0.71042466,0.25657243,-0.16940935,-0.21828426,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6767978,-0.5394978,-0.50477785,-0.24369405,-0.57706225,-0.46214014,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6640339,-0.6485781,-0.45991015,-0.44874895,-0.61315453,-0.62523085,-0.039595857,0.0,-0.039595857,-0.041694004
