0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5119987,-0.5402351,-0.92072946,-0.6774587,-0.58078325,-0.54197204,-0.039595857,0.0,-0.039595857,-0.041694004
-0.05376516,0.60674727,2.7702758,-0.6781523,-0.47974995,-0.19140907,-0.039595857,0.0,-0.039595857,-0.041694004
-0.60150206,-0.6067322,-0.25154564,-0.23259977,-0.6109048,-0.48754823,-0.039595857,0.0,-0.039595857,-0.041694004
0.56150776,0.19303371,-1.012286,-0.39799997,-0.2987328,0.18298924,-0.039595857,0.0,-0.039595857,-0.041694004
-0.75527716,-0.7622624,-0.6168536,-0.6781523,-0.65126324,-0.69918567,-0.039595857,0.0,-0.039595857,-0.041694004
2.8095694,3.0543723,0.26418954,0.25979683,1.4481626,2.5313857,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4506029,-0.5108221,1.4755181,-0.2682629,2.0575013,-0.28164566,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7533636,-0.7595383,-0.95526415,-0.24899495,-0.6518379,-0.688714,-0.039595857,0.0,-0.039595857,-0.041694004
0.7204802,0.7258648,0.20179093,-0.39125177,-0.06387276,0.36920264,-0.039595857,0.0,-0.039595857,-0.041694004
-0.0014474998,-0.17808492,-0.076225646,0.49496734,-0.024385974,-0.07089028,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6951813,-0.5851136,-0.65542287,-0.67774945,-0.58137363,-0.47523108,-0.039595857,0.0,-0.039595857,-0.041694004
-0.66707194,-0.64410466,-0.36078238,-0.5042404,-0.6118828,-0.62289625,-0.039595857,0.0,-0.039595857,-0.041694004
