0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.54744166,-0.6134842,-0.57743734,-0.6775272,-0.5879574,-0.55947316,-0.039595857,0.0,-0.039595857,-0.041694004
-0.104972154,0.44964373,1.8060389,2.1453269,-0.46552575,-0.15105592,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6234421,-0.64127827,-0.1968294,-0.3802188,-0.6096617,-0.48434013,-0.039595857,0.0,-0.039595857,-0.041694004
0.3813822,0.04613842,-0.60294354,1.2190876,-0.2697477,0.2592461,-0.039595857,0.0,-0.039595857,-0.041694004
-0.75715536,-0.7532918,-0.4836337,-0.6781523,-0.6492183,-0.6969099,-0.039595857,0.0,-0.039595857,-0.041694004
2.5634499,2.8294184,1.1747129,0.26661855,1.6234264,2.813863,-0.039595857,0.0,-0.039595857,-0.041694004
-0.48530453,-0.5259017,0.9659771,-0.6646012,1.8527386,-0.31360304,-0.039595857,0.0,-0.039595857,-0.041694004
-0.75267047,-0.76042604,-0.5470884,-0.17259532,-0.6522215,-0.69034356,-0.039595857,0.0,-0.039595857,-0.041694004
0.7525223,0.7038358,-0.3085531,-0.48453152,0.0072875787,0.50535166,-0.039595857,0.0,-0.039595857,-0.041694004
-0.16721599,-0.23423138,-0.13649854,0.350865,-0.2727179,-0.32267472,-0.039595857,0.0,-0.039595857,-0.041694004
-0.681503,-0.5855139,-0.9675825,-0.6780381,-0.56962276,-0.43884754,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6734418,-0.6594177,-1.0587034,-0.50735664,-0.6139894,-0.6272398,-0.039595857,0.0,-0.039595857,-0.041694004
