0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.49871355,-0.57280815,-0.5904368,0.5638112,-0.572273,-0.5317559,-0.039595857,0.0,-0.039595857,-0.041694004
-0.0855401,0.48904923,2.8149762,4.534262,-0.4362659,-0.09724229,-0.039595857,0.0,-0.039595857,-0.041694004
-0.5898488,-0.5794759,-0.13349336,-0.3849364,-0.60635203,-0.4720567,-0.039595857,0.0,-0.039595857,-0.041694004
0.77235174,0.25047955,-0.8103704,0.010189093,-0.20826729,0.3358739,-0.039595857,0.0,-0.039595857,-0.041694004
-0.754352,-0.7578261,-0.95507365,-0.6781523,-0.64979374,-0.6975198,-0.039595857,0.0,-0.039595857,-0.041694004
2.9680367,3.0948508,0.8954607,1.207274,2.009634,3.1691184,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4136086,-0.4879273,1.4515052,-0.6598463,2.3261583,-0.23972973,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7479226,-0.75581694,-0.45814285,0.0711526,-0.6513068,-0.6876753,-0.039595857,0.0,-0.039595857,-0.041694004
0.9126635,0.91028464,0.5890443,-0.32772928,0.11869541,0.60083926,-0.039595857,0.0,-0.039595857,-0.041694004
0.08323148,-0.057994727,-0.0051598703,1.8467952,-0.049944177,-0.11798313,-0.039595857,0.0,-0.039595857,-0.041694004
-0.66655445,-0.55895716,-0.6492422,-0.6780397,-0.5547069,-0.4076086,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6398334,-0.63029635,-1.0225297,0.75327665,-0.6073197,-0.61640835,-0.039595857,0.0,-0.039595857,-0.041694004
