0,1,2,3,4,5,6,7,8,9,10,11,12
-0.48802128,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.38356,-0.31588602,-0.26633087,-0.44512427,-0.32870078,-0.32870016,-0.5888058
-0.46656248,-0.556777,-0.54781,-0.2645502,0.27870122,-0.27870122,-0.4526927,-0.45734024,-0.27279606,-0.44521078,-0.32794017,-0.32794026,-0.55553377
-0.5035025,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.45485872,-0.37442806,-0.27014366,-0.44526687,-0.3296388,-0.32963905,-0.6135887
-0.5034324,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.44057712,-0.23509002,-0.26283136,-0.44517553,-0.32915315,-0.32915244,-0.6135887
-0.4820553,-0.57594454,-0.56699616,-0.2645502,0.27870122,-0.27870122,-0.4871921,-0.4821541,-0.39437363,-0.44782987,-0.32489994,-0.3249001,-0.57808024
-0.4882548,-0.5855283,-0.57658917,-0.2645502,0.27870122,-0.27870122,-0.48654366,-0.48223191,-0.39441007,-0.44791892,-0.3287673,-0.32876825,-0.5874822
-0.27827823,-0.22134471,-0.21205324,-0.2645502,0.27870122,-0.27870122,-0.46998656,-0.47471678,-0.30138868,-0.4452388,-0.30397537,-0.30397567,-0.22281323
-0.1421116,0.008665996,0.01817998,-0.2645502,0.27870122,-0.27870122,0.34252685,-0.2750111,-0.2586639,1.7108196,-0.3126193,-0.3126204,0.0075352574
-0.50345576,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,1.1632031,2.3608432,1.0599178,-0.19275427,-0.3269445,-0.32694358,-0.61363435
0.7074383,1.4749842,1.4859167,-0.2645502,0.27870122,-0.27870122,-0.44408986,-0.46096563,-0.26996264,-0.4246082,-0.23411223,-0.23411255,1.4771193
1.4294261,2.7352512,2.747403,-0.2645502,0.27870122,-0.27870122,-0.4793997,-0.4808638,-0.39376894,-0.44320053,0.014053283,0.014052627,2.7339268
-0.2193657,-0.12071502,-0.11132621,-0.2645502,0.27870122,-0.27870122,-0.27340335,-0.11177784,-0.24714835,-0.30737877,-0.3047648,-0.30476448,-0.12062376
-0.42893365,-0.48489863,-0.47586215,-0.2645502,0.27870122,-0.27870122,-0.486408,-0.4819369,-0.39427182,-0.44723162,-0.32610628,-0.32610586,-0.48469943
-0.09701072,0.08533623,-0.039378326,3.3752496,-3.7768972,3.7768972,1.9052255,2.179949,1.1761209,2.2959862,3.3019054,3.3019047,0.0836639
-0.21943575,-0.12071502,-0.11132621,-0.2645502,0.27870122,-0.27870122,-0.48426083,-0.4812602,-0.3939547,-0.44666982,0.015645467,0.015645655,-0.11980223
