0,1,2,3,4,5,6,7,8,9,10,11,12
-0.4218235,-0.5663608,-0.5574031,-0.2645502,0.27870122,-0.27870122,-0.111937225,-0.4536356,-0.26875284,-0.42831254,-0.32815528,-0.3281542,-0.56867826
-0.35729527,-0.5280256,-0.51903087,-0.2645502,0.27870122,-0.27870122,-0.42704013,-0.30380556,-0.26262864,-0.43204314,-0.3271707,-0.3271711,-0.5262324
-0.4704853,-0.60469586,-0.5957753,-0.2645502,0.27870122,-0.27870122,-0.4552218,-0.38495293,-0.27004838,-0.44518262,-0.3294503,-0.32944953,-0.603639
-0.4702985,-0.60469586,-0.5957753,-0.2645502,0.2196462,-0.2196462,-0.44537854,-0.27157128,-0.2648967,-0.44522068,-0.3287939,-0.3287945,-0.6034565
-0.40586364,-0.56156886,-0.5526066,-0.2645502,0.27870122,-0.27870122,-0.4742656,-0.47849065,-0.3331455,-0.44518048,-0.32347408,-0.32347348,-0.56233424
-0.42208037,-0.5663608,-0.5574031,-0.2645502,0.27870122,-0.27870122,-0.4863731,-0.4824514,-0.39451295,-0.44719386,-0.3282484,-0.32824865,-0.5678567
0.25248322,-0.077588014,-0.06815748,-0.2645502,0.27870122,-0.27870122,-0.43406492,-0.46256185,-0.2623194,-0.4266254,-0.29493895,-0.2949393,-0.077128194
0.68546575,0.23388481,0.24361669,-0.2645502,0.27870122,-0.27870122,1.9629152,-0.25520605,-0.17989308,2.825419,-0.3039177,-0.30391845,0.23555608
-0.4703452,-0.60469586,-0.5957753,-0.2645502,0.2195686,-0.2195686,1.9006878,2.8433247,1.1604757,1.9183673,-0.32561177,-0.325612,-0.6035021
3.4094636,2.2177272,2.2293782,-0.2645502,0.27870122,-0.27870122,-0.36959302,-0.28803515,-0.2477938,-0.32999688,-0.20003773,-0.20003845,2.217959
5.689458,3.832594,3.8458073,-0.2645502,0.27870122,-0.27870122,-0.4395785,-0.47313783,-0.27347815,-0.3998766,0.12506483,0.12506545,3.83195
0.43710148,0.06137678,0.07094176,-0.2645502,0.27870122,-0.27870122,-0.023052871,-0.06329941,0.14112066,-0.104474396,-0.29501215,-0.29501146,0.059405886
-0.23097074,-0.42739597,-0.41830385,-0.2645502,0.27870122,-0.27870122,-0.4787437,-0.47950923,-0.352602,-0.44551545,-0.3245762,-0.32457602,-0.42550346
0.82933795,0.33930638,0.17646532,4.588516,-3.7099912,3.7099912,5.132679,3.6488543,7.2334046,3.2747962,4.6020427,4.602043,0.33906913
0.43733498,0.051793,0.06134871,-0.2645502,0.27870122,-0.27870122,-0.4706384,-0.47720662,-0.31648606,-0.44027516,0.12947549,0.12947653,0.05203492
