0,1,2,3,4,5,6,7,8,9,10,11,12
-0.50206643,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.3276562,-0.30136356,-0.26520497,-0.44309008,-0.3288161,-0.32881528,-0.5905858
-0.49029794,-0.56156886,-0.5526066,-0.2645502,0.27870122,-0.27870122,-0.45719343,-0.4623509,-0.27593493,-0.44516903,-0.32806435,-0.32806382,-0.5596414
-0.5105192,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.4531577,-0.36506838,-0.26849815,-0.44509825,-0.32964766,-0.32964745,-0.6138626
-0.51046085,-0.6142796,-0.6053683,-0.2645502,0.19242321,-0.19242321,-0.44112152,-0.23292695,-0.26296633,-0.4452091,-0.32921857,-0.3292189,-0.6144102
-0.49884412,-0.5807364,-0.57179266,-0.2645502,0.27870122,-0.27870122,-0.4877565,-0.4823616,-0.39447087,-0.4483967,-0.32518378,-0.32518306,-0.580271
-0.5022649,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.4861521,-0.48177868,-0.39419767,-0.44710627,-0.32884714,-0.32884762,-0.5911335
-0.39075607,-0.2644717,-0.25522196,-0.2645502,0.27870122,-0.27870122,-0.4696103,-0.47495383,-0.3022452,-0.4451736,-0.3065832,-0.30658358,-0.2637529
-0.31812534,-0.046440735,-0.036980063,-0.2645502,0.27870122,-0.27870122,0.61966205,-0.24975565,-0.25536412,2.151793,-0.3139842,-0.31398362,-0.046183817
-0.5104375,-0.6142796,-0.6053683,-0.2645502,0.19115272,-0.19115272,1.2103307,2.2427192,1.0308307,-0.21987922,-0.3271064,-0.3271065,-0.61477536
0.13210133,1.2689329,1.2796662,-0.2645502,0.27870122,-0.27870122,-0.444203,-0.4630586,-0.2705664,-0.41395533,-0.24349679,-0.24349627,1.2706866
0.52313524,2.4573216,2.4692044,-0.2645502,0.27870122,-0.27870122,-0.47618958,-0.48046076,-0.39358005,-0.4394017,-0.017375708,-0.017374886,2.4560206
-0.3586846,-0.16384202,-0.15449494,-0.2645502,0.27870122,-0.27870122,-0.24480449,-0.106607005,-0.2320758,-0.28992608,-0.3068227,-0.30682373,-0.16489522
-0.47080052,-0.4944824,-0.4854552,-0.2645502,0.27870122,-0.27870122,-0.4857956,-0.48160556,-0.39411655,-0.4472154,-0.32645887,-0.3264595,-0.4963378
-0.2938995,0.023041664,-0.08494532,3.0382311,-3.7463589,3.7463589,2.214685,2.1487827,1.1971987,2.567539,3.0141404,3.014141,0.023395393
-0.35866126,-0.16384202,-0.15449494,-0.2645502,0.27870122,-0.27870122,-0.48508745,-0.4815602,-0.3940953,-0.44678432,-0.014364308,-0.014364859,-0.16302395
