0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5614326,-0.6188929,-1.1492097,-0.6772606,-0.5941065,-0.57304645,-0.039595857,0.0,-0.039595857,-0.041694004
-0.256292,0.06188859,-0.15269922,-0.67801166,-0.5119052,-0.28581247,-0.039595857,0.0,-0.039595857,-0.041694004
-0.61482894,-0.60353196,-0.6188217,-0.22901835,-0.6145321,-0.50364286,-0.039595857,0.0,-0.039595857,-0.041694004
0.5660804,0.2671071,0.38359416,-0.08470399,-0.3004919,0.20583224,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7555628,-0.76933604,-1.1498848,-0.6781523,-0.6497013,-0.69729584,-0.039595857,0.0,-0.039595857,-0.041694004
2.2781978,2.3800166,0.49489364,0.65138143,1.3928771,2.487236,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4947232,-0.5626817,2.4276676,-0.33660296,1.5077294,-0.36360124,-0.039595857,0.0,-0.039595857,-0.041694004
-0.75385344,-0.7609073,0.34427622,0.92134404,-0.65230227,-0.69001544,-0.039595857,0.0,-0.039595857,-0.041694004
0.43840557,0.5044108,-0.0428309,-0.38316056,-0.058181237,0.39233845,-0.039595857,0.0,-0.039595857,-0.041694004
-0.109680936,-0.23928052,0.767593,1.0687778,-0.121049285,-0.17519157,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6887933,-0.5695892,-0.53770065,0.18456501,-0.5767098,-0.464242,-0.039595857,0.0,-0.039595857,-0.041694004
-0.68851936,-0.6540206,-0.45746207,-0.3914871,-0.61769056,-0.6346424,-0.039595857,0.0,-0.039595857,-0.041694004
