0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5626453,-0.63429433,-1.1493578,-0.6774292,-0.5925442,-0.5690344,-0.039595857,0.0,-0.039595857,-0.041694004
-0.1764251,0.18357651,-0.5716229,0.6254756,-0.47916344,-0.19047098,-0.039595857,0.0,-0.039595857,-0.041694004
-0.60962486,-0.578714,-0.21422753,-0.07120121,-0.6121284,-0.4962878,-0.039595857,0.0,-0.039595857,-0.041694004
0.619971,0.26113126,-0.27384123,-0.025529739,-0.29312083,0.21889816,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7585007,-0.7775347,-0.64459807,-0.6781523,-0.6492411,-0.6967438,-0.039595857,0.0,-0.039595857,-0.041694004
2.378122,2.5314424,0.82270426,0.57036203,1.3092306,2.359508,-0.039595857,0.0,-0.039595857,-0.041694004
-0.4366278,-0.5483229,1.7587085,-0.016503163,1.6913184,-0.33433774,-0.039595857,0.0,-0.039595857,-0.041694004
-0.7528093,-0.75657064,0.13010855,1.0235775,-0.6522733,-0.69006443,-0.039595857,0.0,-0.039595857,-0.041694004
0.66813827,0.7498139,-0.25477737,-0.2807152,-0.030294057,0.45242065,-0.039595857,0.0,-0.039595857,-0.041694004
-0.0925802,-0.2093282,0.4445685,1.2101605,-0.11001926,-0.16130123,-0.039595857,0.0,-0.039595857,-0.041694004
-0.69232893,-0.6147877,-0.54681927,0.17586362,-0.5737919,-0.45645836,-0.039595857,0.0,-0.039595857,-0.041694004
-0.6648079,-0.63739276,0.17147583,-0.2627472,-0.6168334,-0.63288265,-0.039595857,0.0,-0.039595857,-0.041694004
