0,1,2,3,4,5,6,7,8,9,10,11,12
-0.50890803,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.36018953,-0.28068566,-0.26322976,-0.43622488,-0.32879946,-0.32879904,-0.5902207
-0.50186795,-0.556777,-0.54781,-0.2645502,0.27870122,-0.27870122,-0.4562492,-0.46212995,-0.27516025,-0.44508144,-0.32789582,-0.32789546,-0.5560815
-0.51394,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.45386186,-0.37160727,-0.26914588,-0.44514543,-0.32962772,-0.32962722,-0.61463845
-0.5138816,-0.6142796,-0.6053683,-0.2645502,0.19313487,-0.19313487,-0.43865272,-0.2280157,-0.2618739,-0.4450884,-0.3291942,-0.3291942,-0.61422735
-0.5069466,-0.5807364,-0.57179266,-0.2645502,0.27870122,-0.27870122,-0.48609757,-0.48213512,-0.3943647,-0.44738272,-0.32515052,-0.32515138,-0.58250743
-0.50907147,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.4861795,-0.48174843,-0.3941835,-0.44708553,-0.32882497,-0.32882428,-0.5910422
-0.44510365,-0.2692636,-0.2600185,-0.2645502,0.27870122,-0.27870122,-0.47045118,-0.47526205,-0.30489138,-0.4453798,-0.30709544,-0.3070958,-0.27142057
-0.40314335,-0.060816403,-0.05136964,-0.2645502,0.27870122,-0.27870122,0.653561,-0.24220712,-0.25441962,2.0783703,-0.31445208,-0.31445205,-0.061975494
-0.5138933,-0.6142796,-0.6053683,-0.2645502,0.19411488,-0.19411488,1.1544377,2.2552502,1.0499755,-0.13992366,-0.32699108,-0.32699046,-0.6139538
-0.14329079,1.2353897,1.2460905,-0.2645502,0.27870122,-0.27870122,-0.44353247,-0.46355087,-0.2703795,-0.40981314,-0.24475636,-0.24475703,1.2342197
0.08227203,2.3519,2.3636808,-0.2645502,0.27870122,-0.27870122,-0.47708914,-0.48057616,-0.3936341,-0.44112062,-0.026341163,-0.02634066,2.3509557
-0.42652857,-0.1782177,-0.16888452,-0.2645502,0.27870122,-0.27870122,-0.2574753,-0.10797208,-0.24536479,-0.29935327,-0.30743915,-0.30744004,-0.17881562
-0.49117357,-0.4992743,-0.49025172,-0.2645502,0.27870122,-0.27870122,-0.48512927,-0.48137838,-0.39401007,-0.4469075,-0.32654312,-0.326543,-0.50094754
-0.38881803,0.0062700505,-0.101733156,2.9708273,-3.7692647,3.7692647,2.2540364,2.1020107,1.2096502,2.570004,2.9258564,2.9258556,0.0062573184
-0.4264585,-0.1782177,-0.16888452,-0.2645502,0.27870122,-0.27870122,-0.48502156,-0.48157275,-0.39410117,-0.44671676,-0.022693334,-0.022694308,-0.1784505
