0,1,2,3,4,5,6,7,8,9,10,11,12
-0.5165202,-0.5855283,-0.57658917,-0.2645502,0.27870122,-0.27870122,-0.3613641,-0.29167405,-0.2642081,-0.4387872,-0.32869634,-0.32869732,-0.5877561
-0.514909,-0.5519851,-0.5430135,-0.2645502,0.27870122,-0.27870122,-0.4563165,-0.46253785,-0.27508268,-0.44191495,-0.32782266,-0.32782364,-0.55279535
-0.51769936,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.454242,-0.3719429,-0.2689037,-0.44510907,-0.32959002,-0.32959053,-0.61322355
-0.5176877,-0.6142796,-0.6053683,-0.2645502,0.19732703,-0.19732703,-0.4406305,-0.23796137,-0.2621617,-0.4436602,-0.32913542,-0.32913643,-0.6129954
-0.51602983,-0.57594454,-0.56699616,-0.2645502,0.27870122,-0.27870122,-0.48616326,-0.48205185,-0.3943257,-0.44732884,-0.32472697,-0.32472742,-0.57817155
-0.51655525,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.48800227,-0.4823096,-0.3944465,-0.44829148,-0.32878283,-0.32878208,-0.5884863
-0.5020781,-0.27405548,-0.26481503,-0.2645502,0.27870122,-0.27870122,-0.46785337,-0.4747433,-0.30061057,-0.44453073,-0.3071553,-0.30715427,-0.27580205
-0.49245784,-0.068004236,-0.05856443,-0.2645502,0.27870122,-0.27870122,0.82061887,-0.24140199,-0.25365573,2.2759485,-0.31444654,-0.31444612,-0.06772622
-0.51769936,-0.6142796,-0.6053683,-0.2645502,0.19598076,-0.19598076,1.1355762,2.1874027,1.0245079,-0.16247523,-0.32688907,-0.3268891,-0.6134061
-0.4334052,1.2066383,1.2173114,-0.2645502,0.27870122,-0.27870122,-0.44320178,-0.46406007,-0.27070054,-0.40638036,-0.24549478,-0.245494,1.2079763
-0.38110077,2.3327324,2.3444948,-0.2645502,0.27870122,-0.27870122,-0.477693,-0.48056105,-0.39362702,-0.44289756,-0.027811382,-0.027811302,2.3344796
-0.49768826,-0.1830096,-0.17368104,-0.2645502,0.27870122,-0.27870122,-0.25556487,-0.108414836,-0.24557228,-0.29866427,-0.30742583,-0.30742493,-0.18232995
-0.5125273,-0.4992743,-0.49025172,-0.2645502,0.27870122,-0.27870122,-0.48578912,-0.48160043,-0.39411414,-0.44707534,-0.32652095,-0.3265201,-0.5010388
-0.48902535,0.0038741059,-0.101733156,2.9708273,-3.77961,3.77961,2.4241672,2.077246,1.2242415,2.6637268,2.924702,2.9247024,0.0062573184
-0.49767658,-0.1830096,-0.17368104,-0.2645502,0.27870122,-0.27870122,-0.48542508,-0.48160824,-0.3941178,-0.44688717,-0.02278647,-0.022786178,-0.18155406
